"Provincia","Canton"," Parroquia","Hombre","Mujer","Total"
"Pichincha",""," Total","39783","41552","81335"
"Pichincha","PEDRO MONCAYO                 "," LA ESPERANZA","1943","2043","3986"
"Pichincha",""," MALCHINGUI","2280","2344","4624"
"Pichincha",""," TABACUNDO","8163","8240","16403"
"Pichincha",""," TOCACHI","997","988","1985"
"Pichincha",""," TUPIGACHI","2928","3246","6174"
"Pichincha",""," Total","16311","16861","33172"
"Pichincha","PEDRO VICENTE MALDONADO       "," PEDRO VICENTE MALDONADO","6735","6189","12924"
"Pichincha",""," Total","6735","6189","12924"
"Pichincha","PUERTO QUITO                  "," PUERTO QUITO","10774","9671","20445"
"Pichincha",""," Total","10774","9671","20445"
"Pichincha","QUITO                         "," ALANGASI","11851","12400","24251"
"Pichincha",""," AMAGUAÑA","15395","15711","31106"
"Pichincha",""," ATAHUALPA (HABASPAMBA)","947","954","1901"
"Pichincha",""," CALACALI","1947","1948","3895"
"Pichincha",""," CALDERON (CARAPUNGO)","74682","77560","152242"
"Pichincha",""," CHAVEZPAMBA","403","398","801"
"Pichincha",""," CHECA (CHILPA)","4532","4448","8980"
"Pichincha",""," CONOCOTO","39691","42381","82072"
"Pichincha",""," CUMBAYA","15248","16215","31463"
"Pichincha",""," EL QUINCHE","8015","8041","16056"
"Pichincha",""," GUALEA","1073","952","2025"
"Pichincha",""," GUANGOPOLO","1528","1531","3059"
"Pichincha",""," GUAYLLABAMBA","8199","8014","16213"
"Pichincha",""," LA MERCED","4122","4272","8394"
"Pichincha",""," LLANO CHICO","5205","5468","10673"
"Pichincha",""," LLOA","784","710","1494"
"Pichincha",""," NANEGAL","1417","1219","2636"
"Pichincha",""," NANEGALITO","1555","1471","3026"
"Pichincha",""," NAYON","7628","8007","15635"
"Pichincha",""," NONO","910","822","1732"
"Pichincha",""," PACTO","2543","2255","4798"
"Pichincha",""," PERUCHO","407","382","789"
"Pichincha",""," PIFO","8235","8410","16645"
"Pichincha",""," PINTAG","8815","9115","17930"
"Pichincha",""," POMASQUI","14101","14809","28910"
"Pichincha",""," PUELLARO","2772","2716","5488"
"Pichincha",""," PUEMBO","6809","6784","13593"
"Pichincha",""," QUITO","783616","835530","1619146"
"Pichincha",""," SAN ANTONIO","15912","16445","32357"
"Pichincha",""," SAN JOSE DE MINAS","3775","3468","7243"
"Pichincha",""," TABABELA","1400","1423","2823"
"Pichincha",""," TUMBACO","24448","25496","49944"
"Pichincha",""," YARUQUI","8877","8977","17854"
"Pichincha",""," ZAMBIZA","1969","2048","4017"
"Pichincha",""," Total","1088811","1150380","2239191"
"Pichincha","RUMIÑAHUI                     "," COTOGCHOA","1949","1988","3937"
"Pichincha",""," RUMIPAMBA","399","376","775"
"Pichincha",""," SANGOLQUI","39569","41571","81140"
"Pichincha",""," Total","41917","43935","85852"
"Pichincha","SAN MIGUEL DE LOS BANCOS      "," MINDO","1991","1851","3842"
"Pichincha",""," SAN MIGUEL DE LOS BANCOS","7422","6309","13731"
"Pichincha",""," Total","9413","8160","17573"
"Pichincha","Total","","1255711","1320576","2576287"
"Tungurahua","AMBATO                        "," AMBATILLO","2598","2645","5243"
"Tungurahua",""," AMBATO","86299","92239","178538"
"Tungurahua",""," ATAHUALPA (CHISALATA)","4998","5263","10261"
"Tungurahua",""," AUGUSTO N. MARTINEZ","3962","4229","8191"
"Tungurahua",""," CONSTANTINO FERNANDEZ","1255","1279","2534"
"Tungurahua",""," CUNCHIBAMBA","2107","2368","4475"
"Tungurahua",""," HUACHI GRANDE","5187","5427","10614"
"Tungurahua",""," IZAMBA","7111","7452","14563"
"Tungurahua",""," JUAN BENIGNO VELA","3587","3869","7456"
"Tungurahua",""," MONTALVO","1961","1951","3912"
"Tungurahua",""," PASA","3220","3279","6499"
"Tungurahua",""," PICAIGUA","4022","4261","8283"
"Tungurahua",""," PILAGUIN (PILAHUIN)","5868","6260","12128"
"Tungurahua",""," QUISAPINCHA (QUIZAPINCHA)","6235","6766","13001"
"Tungurahua",""," SAN BARTOLOME DE PINLLOG","4437","4657","9094"
"Tungurahua",""," SAN FERNANDO","1176","1315","2491"
"Tungurahua",""," SANTA ROSA","10163","10840","21003"
"Tungurahua",""," TOTORAS","3394","3504","6898"
"Tungurahua",""," UNAMUNCHO","2250","2422","4672"
"Tungurahua",""," Total","159830","170026","329856"
"Tungurahua","BAÑOS                         "," BAÑOS","7318","7335","14653"
"Tungurahua",""," LLIGUA","138","142","280"
"Tungurahua",""," RIO NEGRO","638","608","1246"
"Tungurahua",""," RIO VERDE","669","638","1307"
"Tungurahua",""," ULBA","1271","1261","2532"
"Tungurahua",""," Total","10034","9984","20018"
"Tungurahua","CEVALLOS                      "," CEVALLOS","4028","4135","8163"
"Tungurahua",""," Total","4028","4135","8163"
"Tungurahua","MOCHA                         "," MOCHA","2698","2806","5504"
"Tungurahua",""," PINGUILI","658","615","1273"
"Tungurahua",""," Total","3356","3421","6777"
"Tungurahua","PATATE                        "," EL TRIUNFO","810","773","1583"
"Tungurahua",""," LOS ANDES","697","694","1391"
"Tungurahua",""," PATATE","4068","4086","8154"
"Tungurahua",""," SUCRE","1145","1224","2369"
"Tungurahua",""," Total","6720","6777","13497"
"Tungurahua","QUERO                         "," QUERO","7027","7227","14254"
"Tungurahua",""," RUMIPAMBA","1460","1513","2973"
"Tungurahua",""," YANAYACU - MOCHAPATA","1002","976","1978"
"Tungurahua",""," Total","9489","9716","19205"
"Tungurahua","SAN PEDRO DE PELILEO          "," BENITEZ (PACHANLICA)","1082","1101","2183"
"Tungurahua",""," BOLIVAR","1316","1397","2713"
"Tungurahua",""," CHIQUICHA","1163","1282","2445"
"Tungurahua",""," COTALO","944","908","1852"
"Tungurahua",""," EL ROSARIO (RUMICHACA)","1269","1369","2638"
"Tungurahua",""," GARCIA MORENO (CHUMAQUI)","3056","3324","6380"
"Tungurahua",""," GUAMBALO (HUAMBALO)","3883","3979","7862"
"Tungurahua",""," PELILEO","11830","12784","24614"
"Tungurahua",""," SALASACA","2784","3102","5886"
"Tungurahua",""," Total","27327","29246","56573"
"Tungurahua","SANTIAGO DE PILLARO           "," BAQUERIZO MORENO","132","145","277"
"Tungurahua",""," EMILIO MARIA TERAN","733","771","1504"
"Tungurahua",""," MARCOS ESPINEL (CHACATA)","1100","1234","2334"
"Tungurahua",""," PILLARO","6313","7070","13383"
"Tungurahua",""," PRESIDENTE URBINA","1290","1510","2800"
"Tungurahua",""," SAN ANDRES","5248","5952","11200"
"Tungurahua",""," SAN JOSE DE POALO","915","965","1880"
"Tungurahua",""," SAN MIGUELITO","2360","2619","4979"
"Tungurahua",""," Total","18091","20266","38357"
"Tungurahua","TISALEO                       "," QUINCHICOTO","633","673","1306"
"Tungurahua",""," TISALEO","5275","5556","10831"
"Tungurahua",""," Total","5908","6229","12137"
"Tungurahua","Total"," Total","244783","259800","504583"
"Zamora Chinchipe","CENTINELA DEL CONDOR          "," ZUMBI","3381","3098","6479"
"Zamora Chinchipe",""," Total","3381","3098","6479"
"Zamora Chinchipe","CHINCHIPE                     "," CHITO","663","567","1230"
"Zamora Chinchipe",""," EL CHORRO","126","90","216"
"Zamora Chinchipe",""," LA CHONTA","141","120","261"
"Zamora Chinchipe",""," PUCAPAMBA","81","37","118"
"Zamora Chinchipe",""," SAN ANDRES","241","175","416"
"Zamora Chinchipe",""," ZUMBA","3681","3197","6878"
"Zamora Chinchipe",""," Total","4933","4186","9119"
"Zamora Chinchipe","EL PANGUI                     "," EL GUISMI","798","806","1604"
"Zamora Chinchipe",""," EL PANGUI","2492","2496","4988"
"Zamora Chinchipe",""," PACHICUTZA","654","636","1290"
"Zamora Chinchipe",""," TUNDAYME","394","343","737"
"Zamora Chinchipe",""," Total","4338","4281","8619"
"Zamora Chinchipe","NANGARITZA                    "," GUAYZIMI","1337","1261","2598"
"Zamora Chinchipe",""," NUEVO PARAISO","312","282","594"
"Zamora Chinchipe",""," ZURMI","1039","965","2004"
"Zamora Chinchipe",""," Total","2688","2508","5196"
"Zamora Chinchipe","PALANDA                       "," EL PORVENIR DEL CARMEN","793","691","1484"
"Zamora Chinchipe",""," LA CANELA","192","163","355"
"Zamora Chinchipe",""," PALANDA","1903","1798","3701"
"Zamora Chinchipe",""," SAN FRANCISCO DE VERGEL","690","628","1318"
"Zamora Chinchipe",""," VALLADOLID","668","563","1231"
"Zamora Chinchipe",""," Total","4246","3843","8089"
"Zamora Chinchipe","PAQUISHA                      "," BELLAVISTA","149","152","301"
"Zamora Chinchipe",""," NUEVO QUITO","1258","843","2101"
"Zamora Chinchipe",""," PAQUISHA","750","702","1452"
"Zamora Chinchipe",""," Total","2157","1697","3854"
"Zamora Chinchipe","YACUAMBI                      "," 28 DE MAYO","1587","1566","3153"
"Zamora Chinchipe",""," LA PAZ","1029","1014","2043"
"Zamora Chinchipe",""," TUTUPALI","322","317","639"
"Zamora Chinchipe",""," Total","2938","2897","5835"
"Zamora Chinchipe","YANTZAZA                      "," CHICAÑA","1330","1331","2661"
"Zamora Chinchipe",""," LOS ENCUENTROS","1940","1718","3658"
"Zamora Chinchipe",""," YANZATZA","6186","6170","12356"
"Zamora Chinchipe",""," Total","9456","9219","18675"
"Zamora Chinchipe","ZAMORA                        "," CUMBARATZA","2259","2157","4416"
"Zamora Chinchipe",""," GUADALUPE","1412","1445","2857"
"Zamora Chinchipe",""," IMBANA","567","559","1126"
"Zamora Chinchipe",""," SABANILLA","301","283","584"
"Zamora Chinchipe",""," SAN CARLOS DE LAS MINAS","1280","900","2180"
"Zamora Chinchipe",""," TIMBARA","494","466","960"
"Zamora Chinchipe",""," ZAMORA","7002","6385","13387"
"Zamora Chinchipe",""," Total","13315","12195","25510"
"Zamora Chinchipe","Total","","47452","43924","91376"
"Galápagos","ISABELA                       "," PUERTO VILLAMIL","1105","987","2092"
"Galápagos",""," TOMAS DE BERLANGA","97","67","164"
"Galápagos",""," Total","1202","1054","2256"
"Galápagos","SAN CRISTOBAL                 "," EL PROGRESO","401","257","658"
"Galápagos",""," ISLA SANTA MARIA (FLOREANA)","88","57","145"
"Galápagos",""," PUERTO BAQUERIZO MORENO","3498","3174","6672"
"Galápagos",""," Total","3987","3488","7475"
"Galápagos","SANTA CRUZ                    "," BELLAVISTA","1251","1174","2425"
"Galápagos",""," PUERTO AYORA","6064","5910","11974"
"Galápagos",""," SANTA ROSA","517","477","994"
"Galápagos",""," Total","7832","7561","15393"
"Galápagos","Total","","13021","12103","25124"
"Sucumbíos","CASCALES                      "," EL DORADO DE CASCALES","3955","3619","7574"
"Sucumbíos",""," SANTA ROSA DE SUCUMBIOS","442","339","781"
"Sucumbíos",""," SEVILLA","1410","1339","2749"
"Sucumbíos",""," Total","5807","5297","11104"
"Sucumbíos","CUYABENO                      "," AGUAS NEGRAS","771","692","1463"
"Sucumbíos",""," CUYABENO","219","173","392"
"Sucumbíos",""," TARAPOA","3042","2236","5278"
"Sucumbíos",""," Total","4032","3101","7133"
"Sucumbíos","GONZALO PIZARRO               "," EL REVENTADOR","802","699","1501"
"Sucumbíos",""," GONZALO PIZARRO","1503","1452","2955"
"Sucumbíos",""," LUMBAQUI","1724","1501","3225"
"Sucumbíos",""," PUERTO LIBRE","494","424","918"
"Sucumbíos",""," Total","4523","4076","8599"
"Sucumbíos","LAGO AGRIO                    "," DURENO","1431","1325","2756"
"Sucumbíos",""," EL ENO","3424","3212","6636"
"Sucumbíos",""," GENERAL FARFAN","3691","3078","6769"
"Sucumbíos",""," JAMBELI","1772","1543","3315"
"Sucumbíos",""," NUEVA LOJA","29017","28710","57727"
"Sucumbíos",""," PACAYACU","4440","3809","8249"
"Sucumbíos",""," STA. CECILIA","3191","3101","6292"
"Sucumbíos",""," Total","46966","44778","91744"
"Sucumbíos","PUTUMAYO                      "," PALMA ROJA","2132","1822","3954"
"Sucumbíos",""," PUERTO BOLIVAR","240","39","279"
"Sucumbíos",""," PUERTO EL CARMEN DEL PUTUMAYO","1818","1633","3451"
"Sucumbíos",""," PUERTO RODRIGUEZ","312","184","496"
"Sucumbíos",""," SANTA ELENA","1093","901","1994"
"Sucumbíos",""," Total","5595","4579","10174"
"Sucumbíos","SHUSHUFINDI                   "," LIMONCOCHA","4086","2731","6817"
"Sucumbíos",""," PAÑACOCHA","438","422","860"
"Sucumbíos",""," SAN PEDRO DE LOS COFANES","1729","1597","3326"
"Sucumbíos",""," SAN ROQUE","1742","1394","3136"
"Sucumbíos",""," SHUSHUFINDI","14116","12260","26376"
"Sucumbíos",""," SIETE DE JULIO","2044","1769","3813"
"Sucumbíos",""," Total","24155","20173","44328"
"Sucumbíos","SUCUMBIOS                     "," EL PLAYON DE SAN FRANCIS","741","673","1414"
"Sucumbíos",""," LA BONITA","410","401","811"
"Sucumbíos",""," LA SOFIA","60","44","104"
"Sucumbíos",""," ROSA FLORIDA","190","192","382"
"Sucumbíos",""," SANTA BARBARA","369","310","679"
"Sucumbíos",""," Total","1770","1620","3390"
"Sucumbíos","Total","","92848","83624","176472"
"Orellana","AGUARICO                      "," CAPITAN AUGUSTO RIBADENEYRA","350","351","701"
"Orellana",""," CONONACO","269","250","519"
"Orellana",""," NUEVO ROCAFUERTE","527","497","1024"
"Orellana",""," SANTA MARIA DE HUIRIRIMA","390","339","729"
"Orellana",""," TIPUTINI","966","631","1597"
"Orellana",""," YASUNI","150","127","277"
"Orellana",""," Total","2652","2195","4847"
"Orellana","LA JOYA DE LOS SACHAS         "," ENOKANQUI","1222","1140","2362"
"Orellana",""," LA JOYA DE LOS SACHAS","9433","8501","17934"
"Orellana",""," LAGO SAN PEDRO","988","873","1861"
"Orellana",""," POMPEYA","606","598","1204"
"Orellana",""," RUMIPAMBA","1102","891","1993"
"Orellana",""," SAN CARLOS","1539","1307","2846"
"Orellana",""," SAN SEBASTIAN DEL COCA","1742","1611","3353"
"Orellana",""," TRES DE NOVIEMBRE","1677","1461","3138"
"Orellana",""," UNION MILAGREÑA","1607","1293","2900"
"Orellana",""," Total","19916","17675","37591"
"Orellana","LORETO                        "," AVILA","2259","2072","4331"
"Orellana",""," LORETO","2179","2048","4227"
"Orellana",""," PUERTO MURIALDO","1766","1609","3375"
"Orellana",""," SAN JOSE DE DAHUANO","2644","2403","5047"
"Orellana",""," SAN JOSE DE PAYAMINO","1629","1496","3125"
"Orellana",""," SAN VICENTE DE HUATICOCHA","562","496","1058"
"Orellana",""," Total","11039","10124","21163"
"Orellana","ORELLANA                      "," ALEJANDRO LABAKA","647","590","1237"
"Orellana",""," DAYUMA","3524","2774","6298"
"Orellana",""," EL DORADO","872","767","1639"
"Orellana",""," EL EDEN","469","431","900"
"Orellana",""," GARCIA MORENO","594","497","1091"
"Orellana",""," INES ARANGO","1617","1421","3038"
"Orellana",""," LA BELLEZA","2180","1953","4133"
"Orellana",""," NUEVO PARAISO","1538","1179","2717"
"Orellana",""," PUERTO FRANCISCO DE ORELLANA","23598","21565","45163"
"Orellana",""," SAN JOSE DE GUAYUSA","1032","919","1951"
"Orellana",""," SAN LUIS DE ARMENIA","1049","963","2012"
"Orellana",""," TARACOA","1403","1213","2616"
"Orellana",""," Total","38523","34272","72795"
"Orellana","Total","","72130","64266","136396"
"Santo Domingo","SANTO DOMINGO DE LOS TSACHILAS"," ALLURIQUIN","5023","4702","9725"
"Santo Domingo",""," EL ESFUERZO","3020","2743","5763"
"Santo Domingo",""," LUZ DE AMERICA","5690","5191","10881"
"Santo Domingo",""," PUERTO LIMON","4892","4452","9344"
"Santo Domingo",""," SAN JACINTO DEL BUA","6134","5584","11718"
"Santo Domingo",""," SANTA MARIA DEL TOACHI","2991","2624","5615"
"Santo Domingo",""," SANTO DOMINGO DE LOS COLORADOS","150428","155204","305632"
"Santo Domingo",""," VALLE HERMOSO","4880","4455","9335"
"Santo Domingo",""," Total","183058","184955","368013"
"Santo Domingo","Total","","183058","184955","368013"
"Santa Elena","LIBERTAD                      "," LA LIBERTAD","48030","47912","95942"
"Santa Elena",""," Total","48030","47912","95942"
"Santa Elena","SALINAS                       "," ANCONCITO","6116","5706","11822"
"Santa Elena",""," JOSE LUIS TAMAYO","11054","11010","22064"
"Santa Elena",""," SALINAS","18266","16523","34789"
"Santa Elena",""," Total","35436","33239","68675"
"Santa Elena","SANTA ELENA                   "," ATAHUALPA","1689","1843","3532"
"Santa Elena",""," CHANDUY","8337","8026","16363"
"Santa Elena",""," COLONCHE","16158","15164","31322"
"Santa Elena",""," MANGLARALTO","15200","14312","29512"
"Santa Elena",""," SAN JOSE DE ANCON","3439","3438","6877"
"Santa Elena",""," SANTA ELENA","26816","26358","53174"
"Santa Elena",""," SIMON BOLIVAR","1757","1539","3296"
"Santa Elena",""," Total","73396","70680","144076"
"Santa Elena","Total","","156862","151831","308693"
"Zonas No Delimitadas","EL PIEDRERO                   "," EL PIEDRERO","3305","3019","6324"
"Zonas No Delimitadas",""," Total","3305","3019","6324"
"Zonas No Delimitadas","LAS GOLONDRINAS               "," LAS GOLONDRINAS","2768","2534","5302"
"Zonas No Delimitadas",""," Total","2768","2534","5302"
"Zonas No Delimitadas","MANGA DEL CURA                "," MANGA DEL CURA","11083","9675","20758"
"Zonas No Delimitadas",""," Total","11083","9675","20758"
"Zonas No Delimitadas","Total","","17156","15228","32384"
